25657 0
25659 0
25669 0
25674 0
25689 0
25691 0
25700 0
25705 0
25706 0
25707 0
25713 0
25714 0
25715 0
25716 0
25717 0
25719 0
25720 0
25721 0
25722 0
25723 0
25724 0
25725 0
25728 0
25729 0
25730 0
25731 0
25800 0
25863 0
25864 0
25872 0
25880 0
25892 0
25893 0
25895 0
25905 0
25920 0
25921 0
25922 0
25923 0
25926 0
25927 0
25930 0
25931 0
25932 0
25934 0
25935 0
25953 0
25954 0
25955 0
25958 0
25964 0
25965 0
25972 0
25986 0
25988 0
25990 0
25991 0
26010 0
26030 0
26062 0
26087 0
26110 0
26129 0
26131 0
26132 0
26133 0
26134 0
26135 0
26144 0
26159 0
26160 0
26190 0
26227 0
26228 0
26230 0
26238 0
26265 0
26267 0
26269 0
26270 0
26271 0
26272 0
26273 0
26274 0
26275 0
26276 0
26277 0
26281 0
26283 0
26333 0
26334 0
26335 0
26340 0
26345 0
26355 0
26361 0
26363 0
26364 0
26389 0
26395 0
26396 0
26397 0
26398 0
26405 0
26406 0
26407 0
26408 0
26413 0
26461 0
26462 0
26463 0
26465 0
26469 0
26470 0
26471 0
26480 0
26483 0
26484 0
26485 0
26487 0
26509 0
26528 0
26534 0
26535 0
26536 0
26537 0
26538 0
26539 0
26540 0
26541 0
26542 0
26543 0
26544 0
26545 0
26546 0
26592 0
26593 0
26594 0
26606 0
26633 0
26637 0
26638 0
26640 0
26647 0
26660 0
26677 0
26684 0
26702 0
26703 0
26710 0
26713 0
26714 0
26715 0
26716 0
26718 0
26719 0
26720 0
26721 0
26723 0
26726 0
26769 0
26770 0
26795 0
26797 0
26800 0
26801 0
26803 0
26804 0
26805 0
26806 0
26807 0
26808 0
26809 0
26810 0
26811 0
26812 0
26813 0
26814 0
26815 0
26816 0
26817 0
26818 0
26819 0
26820 0
26821 0
26823 0
26824 0
26825 0
26826 0
26827 0
26828 0
26829 0
26830 0
26831 0
26833 0
26834 0
26864 0
26866 0
26867 0
26868 0
